actual_price,predicted_price,confidence,direction,equity
187.06,189.5776,0.68412805,0,1000.5820169769388
187.22,189.42274,0.57922566,1,1000.689788232697
186.7,189.04535,0.58146024,0,1000.3395316514827
186.37,188.86732,0.5981909,0,1000.1172534364813
187.66,191.5431,0.7067187,1,1000.9861591860322
187.01,190.34737,0.60469127,1,1000.5483384595143
186.43,189.08684,0.5931101,1,1000.1576676573907
185.77,188.74335,0.5895649,0,999.7131112273879
185.77,188.20944,0.62618864,1,999.7131112273879
186.47,190.19528,0.6896218,1,1000.1846104713302
187.66,190.70349,0.7334001,1,1000.9861591860322
188.08,188.39923,0.515983,0,1001.2690587323975
188.4,191.46799,0.6431166,1,1001.4846012439141
186.92,192.01352,0.63803995,1,1000.4877171281503
187.12,189.80042,0.6161507,1,1000.6224311978481
187.95,191.76736,0.68124723,1,1001.181494587094
188.92,193.56862,0.74482906,1,1001.8348578251283
188.64,191.7786,0.60972786,1,1001.6462581275514
189.71,192.49939,0.68044114,1,1002.3669784004346
188.31,192.08722,0.6400528,1,1001.4239799125501
191.55,191.33356,0.634376,1,1003.6063478416544
193.35,193.95128,0.65571105,1,1004.8187744689346
193.08,196.43774,0.7082243,0,1004.8187744689346
194.39,194.89442,0.70755374,0,1004.8187744689346
194.06,194.7173,0.7103964,0,1004.8187744689346
192.37,195.72995,0.7405952,0,1004.8187744689346
192.64,192.1128,0.6672523,0,1004.8187744689346
193.16,193.64105,0.73566365,0,1004.8187744689346
192.3,192.95163,0.675422,0,1004.8187744689346
192.0,191.76752,0.6571872,0,1004.8187744689346
192.9,191.00803,0.6038453,0,1004.8187744689346
190.2,191.52042,0.6448451,0,1004.8187744689346
187.5,190.49432,0.57357013,0,1004.8187744689346
187.18,189.33817,0.52572346,0,1004.8187744689346
186.66,188.9123,0.6387341,0,1004.8187744689346
185.89,188.86847,0.65955245,1,1004.8187744689346
185.16,187.99297,0.67003393,1,1004.8187744689346
185.26,187.46288,0.66647923,0,1004.8187744689346
184.21,187.41364,0.6814631,0,1004.8187744689346
184.28,186.74838,0.63041574,1,1004.8187744689346
183.66,187.02095,0.6510103,0,1004.8187744689346
183.11,186.04715,0.6313173,1,1004.8187744689346
182.83,186.32123,0.6557739,1,1004.8187744689346
181.75,185.6399,0.65958345,0,1004.8187744689346
182.28,185.30856,0.6436676,1,1004.8187744689346
184.33,186.5015,0.6787166,1,1004.8187744689346
183.42,187.0759,0.73266864,1,1003.5786276062879
184.87,185.77165,0.6766223,1,1005.5546857940218
184.83,186.81627,0.7746893,0,1005.5001738440153
186.05,186.71696,0.77154076,0,1007.1627883192122
184.93,185.88684,0.7102001,0,1005.6364537190315
184.61,186.46779,0.73510885,0,1005.2003581189799
182.37,185.28004,0.73361385,0,1002.1476889186185
182.93,184.07608,0.68999445,1,1002.9108562187089
183.92,183.8653,0.7078121,0,1004.2600269813686
182.68,185.00723,0.69694537,0,1002.5701565311685
180.41,181.90318,0.5966302,0,999.4766033683023
180.81,179.00958,0.53430676,0,999.4766033683023
180.08,181.23773,0.6080922,0,999.4766033683023
181.47,181.31532,0.600439,1,999.4766033683023
181.48,181.72516,0.6457324,0,999.4766033683023
181.11,181.64175,0.6684389,1,999.4766033683023
180.08,180.18182,0.6582817,0,998.7660815159271
181.24,179.82033,0.6370423,1,999.5662808836506
181.7,180.94656,0.6792625,1,999.8836013225755
181.48,181.11699,0.68907535,0,999.7318393735245
180.22,180.04059,0.6912161,0,998.8626573016869
181.38,179.79599,0.6383321,0,999.6628566694104
181.74,181.01599,0.67181355,0,999.9111944042211
181.69,180.08577,0.62554836,0,999.8767030521641
180.31,181.55975,0.7076751,0,998.9247417353896
181.03,180.16263,0.5967356,0,999.421417205011
182.02,180.80832,0.66668266,1,1000.1043459757406
180.83,182.0202,0.6519011,0,999.2834517967829
180.54,180.22308,0.539029,0,999.083401954852
179.12,178.94775,0.55836713,0,998.1038475564318
178.02,176.8953,0.591967,0,997.3450378111768
177.3,175.87677,0.6046671,1,996.8483623415553
177.51,175.80792,0.593608,1,996.8483623415553
177.96,175.0818,0.6048348,0,996.8483623415553
180.1,176.18797,0.63298476,0,996.8483623415553
179.18,177.19717,0.5426885,0,996.8483623415553
178.63,177.51756,0.54775673,0,996.8483623415553
179.32,176.86649,0.553245,0,996.8483623415553
175.91,177.0521,0.6040323,0,996.8483623415553
176.12,174.18896,0.5389416,1,996.8483623415553
176.17,176.49161,0.53382456,1,996.8483623415553
175.87,177.39302,0.5371212,1,996.8483623415553
176.33,177.09438,0.55827165,1,996.8483623415553
177.77,177.62433,0.6165348,1,996.8483623415553
179.43,178.76427,0.5824761,1,996.8483623415553
179.47,179.76764,0.49202266,0,996.8483623415553
180.35,180.0293,0.51697785,1,996.8483623415553
